FIPStxt,Stabr,Area_name,Attribute,Value
39167,OH,Washington County,CI90LB517P_2019,9.4
39167,OH,Washington County,CI90UB517P_2019,18.8
39167,OH,Washington County,MEDHHINC_2019,52565
39167,OH,Washington County,CI90LBINC_2019,48265
39167,OH,Washington County,CI90UBINC_2019,56865
39169,OH,Wayne County,Rural-urban_Continuum_Code_2003,4
39169,OH,Wayne County,Urban_Influence_Code_2003,3
39169,OH,Wayne County,Rural-urban_Continuum_Code_2013,4
39169,OH,Wayne County,Urban_Influence_Code_2013,3
39169,OH,Wayne County,POVALL_2019,11062
39169,OH,Wayne County,CI90LBALL_2019,9348
39169,OH,Wayne County,CI90UBALL_2019,12776
39169,OH,Wayne County,PCTPOVALL_2019,9.9
39169,OH,Wayne County,CI90LBALLP_2019,8.4
39169,OH,Wayne County,CI90UBALLP_2019,11.4
39169,OH,Wayne County,POV017_2019,3812
39169,OH,Wayne County,CI90LB017_2019,2878
39169,OH,Wayne County,CI90UB017_2019,4746
39169,OH,Wayne County,PCTPOV017_2019,13.9
39169,OH,Wayne County,CI90LB017P_2019,10.5
39169,OH,Wayne County,CI90UB017P_2019,17.3
39169,OH,Wayne County,POV517_2019,2829
39169,OH,Wayne County,CI90LB517_2019,2142
39169,OH,Wayne County,CI90UB517_2019,3516
39169,OH,Wayne County,PCTPOV517_2019,14.2
39169,OH,Wayne County,CI90LB517P_2019,10.8
39169,OH,Wayne County,CI90UB517P_2019,17.6
39169,OH,Wayne County,MEDHHINC_2019,58747
39169,OH,Wayne County,CI90LBINC_2019,54700
39169,OH,Wayne County,CI90UBINC_2019,62794
39171,OH,Williams County,Rural-urban_Continuum_Code_2003,7
39171,OH,Williams County,Urban_Influence_Code_2003,9
39171,OH,Williams County,Rural-urban_Continuum_Code_2013,6
39171,OH,Williams County,Urban_Influence_Code_2013,6
39171,OH,Williams County,POVALL_2019,3324
39171,OH,Williams County,CI90LBALL_2019,2642
39171,OH,Williams County,CI90UBALL_2019,4006
39171,OH,Williams County,PCTPOVALL_2019,9.3
39171,OH,Williams County,CI90LBALLP_2019,7.4
39171,OH,Williams County,CI90UBALLP_2019,11.2
39171,OH,Williams County,POV017_2019,1074
39171,OH,Williams County,CI90LB017_2019,770
39171,OH,Williams County,CI90UB017_2019,1378
39171,OH,Williams County,PCTPOV017_2019,13.3
39171,OH,Williams County,CI90LB017P_2019,9.5
39171,OH,Williams County,CI90UB017P_2019,17.1
39171,OH,Williams County,POV517_2019,704
39171,OH,Williams County,CI90LB517_2019,482
39171,OH,Williams County,CI90UB517_2019,926
39171,OH,Williams County,PCTPOV517_2019,11.8
39171,OH,Williams County,CI90LB517P_2019,8.1
39171,OH,Williams County,CI90UB517P_2019,15.5
39171,OH,Williams County,MEDHHINC_2019,54239
39171,OH,Williams County,CI90LBINC_2019,51205
39171,OH,Williams County,CI90UBINC_2019,57273
39173,OH,Wood County,Rural-urban_Continuum_Code_2003,2
39173,OH,Wood County,Urban_Influence_Code_2003,2
39173,OH,Wood County,Rural-urban_Continuum_Code_2013,2
39173,OH,Wood County,Urban_Influence_Code_2013,2
39173,OH,Wood County,POVALL_2019,13819
39173,OH,Wood County,CI90LBALL_2019,12326
39173,OH,Wood County,CI90UBALL_2019,15312
39173,OH,Wood County,PCTPOVALL_2019,11.2
39173,OH,Wood County,CI90LBALLP_2019,10
39173,OH,Wood County,CI90UBALLP_2019,12.4
39173,OH,Wood County,POV017_2019,2545
39173,OH,Wood County,CI90LB017_2019,1931
39173,OH,Wood County,CI90UB017_2019,3159
39173,OH,Wood County,PCTPOV017_2019,9.8
39173,OH,Wood County,CI90LB017P_2019,7.4
39173,OH,Wood County,CI90UB017P_2019,12.2
39173,OH,Wood County,POV517_2019,1640
39173,OH,Wood County,CI90LB517_2019,1167
39173,OH,Wood County,CI90UB517_2019,2113
39173,OH,Wood County,PCTPOV517_2019,8.6
39173,OH,Wood County,CI90LB517P_2019,6.1
39173,OH,Wood County,CI90UB517P_2019,11.1
39173,OH,Wood County,MEDHHINC_2019,64723
39173,OH,Wood County,CI90LBINC_2019,60893
39173,OH,Wood County,CI90UBINC_2019,68553
39175,OH,Wyandot County,Rural-urban_Continuum_Code_2003,7
39175,OH,Wyandot County,Urban_Influence_Code_2003,9
39175,OH,Wyandot County,Rural-urban_Continuum_Code_2013,7
39175,OH,Wyandot County,Urban_Influence_Code_2013,9
39175,OH,Wyandot County,POVALL_2019,1609
39175,OH,Wyandot County,CI90LBALL_2019,1245
39175,OH,Wyandot County,CI90UBALL_2019,1973
39175,OH,Wyandot County,PCTPOVALL_2019,7.5
39175,OH,Wyandot County,CI90LBALLP_2019,5.8
39175,OH,Wyandot County,CI90UBALLP_2019,9.2
39175,OH,Wyandot County,POV017_2019,461
39175,OH,Wyandot County,CI90LB017_2019,322
39175,OH,Wyandot County,CI90UB017_2019,600
39175,OH,Wyandot County,PCTPOV017_2019,9.7
39175,OH,Wyandot County,CI90LB017P_2019,6.8
39175,OH,Wyandot County,CI90UB017P_2019,12.6
39175,OH,Wyandot County,POV517_2019,313
39175,OH,Wyandot County,CI90LB517_2019,205
39175,OH,Wyandot County,CI90UB517_2019,421
39175,OH,Wyandot County,PCTPOV517_2019,8.8
39175,OH,Wyandot County,CI90LB517P_2019,5.8
39175,OH,Wyandot County,CI90UB517P_2019,11.8
39175,OH,Wyandot County,MEDHHINC_2019,61733
39175,OH,Wyandot County,CI90LBINC_2019,56070
39175,OH,Wyandot County,CI90UBINC_2019,67396
40000,OK,Oklahoma,POVALL_2019,578631
40000,OK,Oklahoma,CI90LBALL_2019,567495
40000,OK,Oklahoma,CI90UBALL_2019,589767
40000,OK,Oklahoma,PCTPOVALL_2019,15.1
40000,OK,Oklahoma,CI90LBALLP_2019,14.8
40000,OK,Oklahoma,CI90UBALLP_2019,15.4
40000,OK,Oklahoma,POV017_2019,183999
40000,OK,Oklahoma,CI90LB017_2019,177965
40000,OK,Oklahoma,CI90UB017_2019,190033
40000,OK,Oklahoma,PCTPOV017_2019,19.7
40000,OK,Oklahoma,CI90LB017P_2019,19.1
40000,OK,Oklahoma,CI90UB017P_2019,20.3
40000,OK,Oklahoma,POV517_2019,125766
40000,OK,Oklahoma,CI90LB517_2019,120686
40000,OK,Oklahoma,CI90UB517_2019,130846
40000,OK,Oklahoma,PCTPOV517_2019,18.4
40000,OK,Oklahoma,CI90LB517P_2019,17.7
40000,OK,Oklahoma,CI90UB517P_2019,19.1
40000,OK,Oklahoma,MEDHHINC_2019,54447
40000,OK,Oklahoma,CI90LBINC_2019,53856
40000,OK,Oklahoma,CI90UBINC_2019,55038
40000,OK,Oklahoma,POV04_2019,54152
40000,OK,Oklahoma,CI90LB04_2019,51070
40000,OK,Oklahoma,CI90UB04_2019,57234
40000,OK,Oklahoma,PCTPOV04_2019,21.9
40000,OK,Oklahoma,CI90LB04P_2019,20.7
40000,OK,Oklahoma,CI90UB04P_2019,23.1
40001,OK,Adair County,Rural-urban_Continuum_Code_2003,6
40001,OK,Adair County,Urban_Influence_Code_2003,6
40001,OK,Adair County,Rural-urban_Continuum_Code_2013,6
40001,OK,Adair County,Urban_Influence_Code_2013,6
40001,OK,Adair County,POVALL_2019,5192
40001,OK,Adair County,CI90LBALL_2019,4329
40001,OK,Adair County,CI90UBALL_2019,6055
40001,OK,Adair County,PCTPOVALL_2019,23.6
40001,OK,Adair County,CI90LBALLP_2019,19.7
40001,OK,Adair County,CI90UBALLP_2019,27.5
40001,OK,Adair County,POV017_2019,1949
40001,OK,Adair County,CI90LB017_2019,1464
40001,OK,Adair County,CI90UB017_2019,2434
40001,OK,Adair County,PCTPOV017_2019,33.2
40001,OK,Adair County,CI90LB017P_2019,24.9
40001,OK,Adair County,CI90UB017P_2019,41.5
40001,OK,Adair County,POV517_2019,1425
40001,OK,Adair County,CI90LB517_2019,1040
40001,OK,Adair County,CI90UB517_2019,1810
40001,OK,Adair County,PCTPOV517_2019,33.6
40001,OK,Adair County,CI90LB517P_2019,24.5
40001,OK,Adair County,CI90UB517P_2019,42.7
40001,OK,Adair County,MEDHHINC_2019,39589
40001,OK,Adair County,CI90LBINC_2019,35912
40001,OK,Adair County,CI90UBINC_2019,43266
40003,OK,Alfalfa County,Rural-urban_Continuum_Code_2003,9
40003,OK,Alfalfa County,Urban_Influence_Code_2003,10
40003,OK,Alfalfa County,Rural-urban_Continuum_Code_2013,9
40003,OK,Alfalfa County,Urban_Influence_Code_2013,10
40003,OK,Alfalfa County,POVALL_2019,735
40003,OK,Alfalfa County,CI90LBALL_2019,552
40003,OK,Alfalfa County,CI90UBALL_2019,918
40003,OK,Alfalfa County,PCTPOVALL_2019,15.8
40003,OK,Alfalfa County,CI90LBALLP_2019,11.8
40003,OK,Alfalfa County,CI90UBALLP_2019,19.8
40003,OK,Alfalfa County,POV017_2019,207
40003,OK,Alfalfa County,CI90LB017_2019,141
40003,OK,Alfalfa County,CI90UB017_2019,273
40003,OK,Alfalfa County,PCTPOV017_2019,19
40003,OK,Alfalfa County,CI90LB017P_2019,13
40003,OK,Alfalfa County,CI90UB017P_2019,25
40003,OK,Alfalfa County,POV517_2019,138
40003,OK,Alfalfa County,CI90LB517_2019,88
40003,OK,Alfalfa County,CI90UB517_2019,188
40003,OK,Alfalfa County,PCTPOV517_2019,16.7
40003,OK,Alfalfa County,CI90LB517P_2019,10.7
40003,OK,Alfalfa County,CI90UB517P_2019,22.7
40003,OK,Alfalfa County,MEDHHINC_2019,57497
40003,OK,Alfalfa County,CI90LBINC_2019,51836
40003,OK,Alfalfa County,CI90UBINC_2019,63158
40005,OK,Atoka County,Rural-urban_Continuum_Code_2003,7
40005,OK,Atoka County,Urban_Influence_Code_2003,9
40005,OK,Atoka County,Rural-urban_Continuum_Code_2013,9
40005,OK,Atoka County,Urban_Influence_Code_2013,9
40005,OK,Atoka County,POVALL_2019,2493
40005,OK,Atoka County,CI90LBALL_2019,1975
40005,OK,Atoka County,CI90UBALL_2019,3011
40005,OK,Atoka County,PCTPOVALL_2019,19.2
40005,OK,Atoka County,CI90LBALLP_2019,15.2
40005,OK,Atoka County,CI90UBALLP_2019,23.2
40005,OK,Atoka County,POV017_2019,776
40005,OK,Atoka County,CI90LB017_2019,557
40005,OK,Atoka County,CI90UB017_2019,995
40005,OK,Atoka County,PCTPOV017_2019,25.6
40005,OK,Atoka County,CI90LB017P_2019,18.4
40005,OK,Atoka County,CI90UB017P_2019,32.8
40005,OK,Atoka County,POV517_2019,536
40005,OK,Atoka County,CI90LB517_2019,367
40005,OK,Atoka County,CI90UB517_2019,705
40005,OK,Atoka County,PCTPOV517_2019,23.9
40005,OK,Atoka County,CI90LB517P_2019,16.3
40005,OK,Atoka County,CI90UB517P_2019,31.5
40005,OK,Atoka County,MEDHHINC_2019,41872
40005,OK,Atoka County,CI90LBINC_2019,37345
40005,OK,Atoka County,CI90UBINC_2019,46399
40007,OK,Beaver County,Rural-urban_Continuum_Code_2003,9
40007,OK,Beaver County,Urban_Influence_Code_2003,10
40007,OK,Beaver County,Rural-urban_Continuum_Code_2013,9
40007,OK,Beaver County,Urban_Influence_Code_2013,10
40007,OK,Beaver County,POVALL_2019,557
40007,OK,Beaver County,CI90LBALL_2019,410
40007,OK,Beaver County,CI90UBALL_2019,704
40007,OK,Beaver County,PCTPOVALL_2019,10.6
40007,OK,Beaver County,CI90LBALLP_2019,7.8
40007,OK,Beaver County,CI90UBALLP_2019,13.4
40007,OK,Beaver County,POV017_2019,213
40007,OK,Beaver County,CI90LB017_2019,144
40007,OK,Beaver County,CI90UB017_2019,282
40007,OK,Beaver County,PCTPOV017_2019,15.7
40007,OK,Beaver County,CI90LB017P_2019,10.6
40007,OK,Beaver County,CI90UB017P_2019,20.8
40007,OK,Beaver County,POV517_2019,148
40007,OK,Beaver County,CI90LB517_2019,95
40007,OK,Beaver County,CI90UB517_2019,201
40007,OK,Beaver County,PCTPOV517_2019,14.1
40007,OK,Beaver County,CI90LB517P_2019,9.1
40007,OK,Beaver County,CI90UB517P_2019,19.1
40007,OK,Beaver County,MEDHHINC_2019,55397
40007,OK,Beaver County,CI90LBINC_2019,49470
40007,OK,Beaver County,CI90UBINC_2019,61324
40009,OK,Beckham County,Rural-urban_Continuum_Code_2003,7
40009,OK,Beckham County,Urban_Influence_Code_2003,11
40009,OK,Beckham County,Rural-urban_Continuum_Code_2013,7
40009,OK,Beckham County,Urban_Influence_Code_2013,8
40009,OK,Beckham County,POVALL_2019,4131
40009,OK,Beckham County,CI90LBALL_2019,3438
40009,OK,Beckham County,CI90UBALL_2019,4824
40009,OK,Beckham County,PCTPOVALL_2019,20.8
40009,OK,Beckham County,CI90LBALLP_2019,17.3
40009,OK,Beckham County,CI90UBALLP_2019,24.3
40009,OK,Beckham County,POV017_2019,1549
40009,OK,Beckham County,CI90LB017_2019,1241
40009,OK,Beckham County,CI90UB017_2019,1857
40009,OK,Beckham County,PCTPOV017_2019,28.9
40009,OK,Beckham County,CI90LB017P_2019,23.2
40009,OK,Beckham County,CI90UB017P_2019,34.6
40009,OK,Beckham County,POV517_2019,1074
40009,OK,Beckham County,CI90LB517_2019,846
40009,OK,Beckham County,CI90UB517_2019,1302
40009,OK,Beckham County,PCTPOV517_2019,27.6
40009,OK,Beckham County,CI90LB517P_2019,21.7
40009,OK,Beckham County,CI90UB517P_2019,33.5
40009,OK,Beckham County,MEDHHINC_2019,50512
40009,OK,Beckham County,CI90LBINC_2019,44624
40009,OK,Beckham County,CI90UBINC_2019,56400
40011,OK,Blaine County,Rural-urban_Continuum_Code_2003,6
40011,OK,Blaine County,Urban_Influence_Code_2003,4
40011,OK,Blaine County,Rural-urban_Continuum_Code_2013,6
40011,OK,Blaine County,Urban_Influence_Code_2013,4
40011,OK,Blaine County,POVALL_2019,1387
40011,OK,Blaine County,CI90LBALL_2019,1030
40011,OK,Blaine County,CI90UBALL_2019,1744
40011,OK,Blaine County,PCTPOVALL_2019,14.9
40011,OK,Blaine County,CI90LBALLP_2019,11.1
40011,OK,Blaine County,CI90UBALLP_2019,18.7
40011,OK,Blaine County,POV017_2019,513
40011,OK,Blaine County,CI90LB017_2019,341
40011,OK,Blaine County,CI90UB017_2019,685
40011,OK,Blaine County,PCTPOV017_2019,21.8
40011,OK,Blaine County,CI90LB017P_2019,14.5
40011,OK,Blaine County,CI90UB017P_2019,29.1
40011,OK,Blaine County,POV517_2019,354
40011,OK,Blaine County,CI90LB517_2019,224
40011,OK,Blaine County,CI90UB517_2019,484
40011,OK,Blaine County,PCTPOV517_2019,20.4
40011,OK,Blaine County,CI90LB517P_2019,12.9
40011,OK,Blaine County,CI90UB517P_2019,27.9
40011,OK,Blaine County,MEDHHINC_2019,50574
40011,OK,Blaine County,CI90LBINC_2019,44803
40011,OK,Blaine County,CI90UBINC_2019,56345
40013,OK,Bryan County,Rural-urban_Continuum_Code_2003,6
40013,OK,Bryan County,Urban_Influence_Code_2003,5
40013,OK,Bryan County,Rural-urban_Continuum_Code_2013,6
40013,OK,Bryan County,Urban_Influence_Code_2013,5
40013,OK,Bryan County,POVALL_2019,8070
40013,OK,Bryan County,CI90LBALL_2019,6844
40013,OK,Bryan County,CI90UBALL_2019,9296
40013,OK,Bryan County,PCTPOVALL_2019,17.3
40013,OK,Bryan County,CI90LBALLP_2019,14.7
40013,OK,Bryan County,CI90UBALLP_2019,19.9
40013,OK,Bryan County,POV017_2019,2145
40013,OK,Bryan County,CI90LB017_2019,1573
40013,OK,Bryan County,CI90UB017_2019,2717
40013,OK,Bryan County,PCTPOV017_2019,19.7
40013,OK,Bryan County,CI90LB017P_2019,14.4
40013,OK,Bryan County,CI90UB017P_2019,25
40013,OK,Bryan County,POV517_2019,1611
40013,OK,Bryan County,CI90LB517_2019,1182
40013,OK,Bryan County,CI90UB517_2019,2040
40013,OK,Bryan County,PCTPOV517_2019,20.6
40013,OK,Bryan County,CI90LB517P_2019,15.1
40013,OK,Bryan County,CI90UB517P_2019,26.1
40013,OK,Bryan County,MEDHHINC_2019,44074
40013,OK,Bryan County,CI90LBINC_2019,40344
40013,OK,Bryan County,CI90UBINC_2019,47804
40015,OK,Caddo County,Rural-urban_Continuum_Code_2003,6
40015,OK,Caddo County,Urban_Influence_Code_2003,4
40015,OK,Caddo County,Rural-urban_Continuum_Code_2013,6
40015,OK,Caddo County,Urban_Influence_Code_2013,4
40015,OK,Caddo County,POVALL_2019,5502
40015,OK,Caddo County,CI90LBALL_2019,4556
40015,OK,Caddo County,CI90UBALL_2019,6448
40015,OK,Caddo County,PCTPOVALL_2019,20.6
40015,OK,Caddo County,CI90LBALLP_2019,17.1
40015,OK,Caddo County,CI90UBALLP_2019,24.1
40015,OK,Caddo County,POV017_2019,2040
40015,OK,Caddo County,CI90LB017_2019,1568
40015,OK,Caddo County,CI90UB017_2019,2512
40015,OK,Caddo County,PCTPOV017_2019,29
40015,OK,Caddo County,CI90LB017P_2019,22.3
40015,OK,Caddo County,CI90UB017P_2019,35.7
40015,OK,Caddo County,POV517_2019,1387
40015,OK,Caddo County,CI90LB517_2019,1041
40015,OK,Caddo County,CI90UB517_2019,1733
40015,OK,Caddo County,PCTPOV517_2019,27
40015,OK,Caddo County,CI90LB517P_2019,20.2
40015,OK,Caddo County,CI90UB517P_2019,33.8
40015,OK,Caddo County,MEDHHINC_2019,45755
40015,OK,Caddo County,CI90LBINC_2019,41709
40015,OK,Caddo County,CI90UBINC_2019,49801
40017,OK,Canadian County,Rural-urban_Continuum_Code_2003,1
40017,OK,Canadian County,Urban_Influence_Code_2003,1
40017,OK,Canadian County,Rural-urban_Continuum_Code_2013,1
40017,OK,Canadian County,Urban_Influence_Code_2013,1
40017,OK,Canadian County,POVALL_2019,11747
40017,OK,Canadian County,CI90LBALL_2019,9686
40017,OK,Canadian County,CI90UBALL_2019,13808
40017,OK,Canadian County,PCTPOVALL_2019,8.1
40017,OK,Canadian County,CI90LBALLP_2019,6.7
40017,OK,Canadian County,CI90UBALLP_2019,9.5
40017,OK,Canadian County,POV017_2019,4255
40017,OK,Canadian County,CI90LB017_2019,3368
40017,OK,Canadian County,CI90UB017_2019,5142
40017,OK,Canadian County,PCTPOV017_2019,11.2
40017,OK,Canadian County,CI90LB017P_2019,8.9
40017,OK,Canadian County,CI90UB017P_2019,13.5
40017,OK,Canadian County,POV517_2019,2990
40017,OK,Canadian County,CI90LB517_2019,2334
40017,OK,Canadian County,CI90UB517_2019,3646
40017,OK,Canadian County,PCTPOV517_2019,10.6
40017,OK,Canadian County,CI90LB517P_2019,8.3
40017,OK,Canadian County,CI90UB517P_2019,12.9
40017,OK,Canadian County,MEDHHINC_2019,75111
40017,OK,Canadian County,CI90LBINC_2019,70025
40017,OK,Canadian County,CI90UBINC_2019,80197
40019,OK,Carter County,Rural-urban_Continuum_Code_2003,5
40019,OK,Carter County,Urban_Influence_Code_2003,8
40019,OK,Carter County,Rural-urban_Continuum_Code_2013,5
40019,OK,Carter County,Urban_Influence_Code_2013,8
40019,OK,Carter County,POVALL_2019,6760
40019,OK,Carter County,CI90LBALL_2019,5561
40019,OK,Carter County,CI90UBALL_2019,7959
40019,OK,Carter County,PCTPOVALL_2019,14.3
40019,OK,Carter County,CI90LBALLP_2019,11.8
40019,OK,Carter County,CI90UBALLP_2019,16.8
40019,OK,Carter County,POV017_2019,2159
40019,OK,Carter County,CI90LB017_2019,1494
40019,OK,Carter County,CI90UB017_2019,2824
40019,OK,Carter County,PCTPOV017_2019,18.3
40019,OK,Carter County,CI90LB017P_2019,12.7
40019,OK,Carter County,CI90UB017P_2019,23.9
40019,OK,Carter County,POV517_2019,1426
40019,OK,Carter County,CI90LB517_2019,927
40019,OK,Carter County,CI90UB517_2019,1925
40019,OK,Carter County,PCTPOV517_2019,16.8
40019,OK,Carter County,CI90LB517P_2019,10.9
40019,OK,Carter County,CI90UB517P_2019,22.7
40019,OK,Carter County,MEDHHINC_2019,51895
40019,OK,Carter County,CI90LBINC_2019,47546
40019,OK,Carter County,CI90UBINC_2019,56244
40021,OK,Cherokee County,Rural-urban_Continuum_Code_2003,6
40021,OK,Cherokee County,Urban_Influence_Code_2003,5
40021,OK,Cherokee County,Rural-urban_Continuum_Code_2013,6
40021,OK,Cherokee County,Urban_Influence_Code_2013,5
40021,OK,Cherokee County,POVALL_2019,10049
40021,OK,Cherokee County,CI90LBALL_2019,8722
40021,OK,Cherokee County,CI90UBALL_2019,11376
40021,OK,Cherokee County,PCTPOVALL_2019,21.4
40021,OK,Cherokee County,CI90LBALLP_2019,18.6
40021,OK,Cherokee County,CI90UBALLP_2019,24.2
40021,OK,Cherokee County,POV017_2019,2799
40021,OK,Cherokee County,CI90LB017_2019,2193
40021,OK,Cherokee County,CI90UB017_2019,3405
40021,OK,Cherokee County,PCTPOV017_2019,27
40021,OK,Cherokee County,CI90LB017P_2019,21.2
40021,OK,Cherokee County,CI90UB017P_2019,32.8
40021,OK,Cherokee County,POV517_2019,1831
40021,OK,Cherokee County,CI90LB517_2019,1365
40021,OK,Cherokee County,CI90UB517_2019,2297
40021,OK,Cherokee County,PCTPOV517_2019,24.1
40021,OK,Cherokee County,CI90LB517P_2019,18
40021,OK,Cherokee County,CI90UB517P_2019,30.2
40021,OK,Cherokee County,MEDHHINC_2019,45544
40021,OK,Cherokee County,CI90LBINC_2019,41888
40021,OK,Cherokee County,CI90UBINC_2019,49200
40023,OK,Choctaw County,Rural-urban_Continuum_Code_2003,7
40023,OK,Choctaw County,Urban_Influence_Code_2003,9
40023,OK,Choctaw County,Rural-urban_Continuum_Code_2013,7
40023,OK,Choctaw County,Urban_Influence_Code_2013,9
40023,OK,Choctaw County,POVALL_2019,3247
40023,OK,Choctaw County,CI90LBALL_2019,2591
40023,OK,Choctaw County,CI90UBALL_2019,3903
40023,OK,Choctaw County,PCTPOVALL_2019,22.5
40023,OK,Choctaw County,CI90LBALLP_2019,18
40023,OK,Choctaw County,CI90UBALLP_2019,27
40023,OK,Choctaw County,POV017_2019,1121
40023,OK,Choctaw County,CI90LB017_2019,810
40023,OK,Choctaw County,CI90UB017_2019,1432
40023,OK,Choctaw County,PCTPOV017_2019,32.2
40023,OK,Choctaw County,CI90LB017P_2019,23.3
40023,OK,Choctaw County,CI90UB017P_2019,41.1
40023,OK,Choctaw County,POV517_2019,819
40023,OK,Choctaw County,CI90LB517_2019,582
40023,OK,Choctaw County,CI90UB517_2019,1056
40023,OK,Choctaw County,PCTPOV517_2019,32.9
40023,OK,Choctaw County,CI90LB517P_2019,23.4
40023,OK,Choctaw County,CI90UB517P_2019,42.4
40023,OK,Choctaw County,MEDHHINC_2019,37131
40023,OK,Choctaw County,CI90LBINC_2019,33441
40023,OK,Choctaw County,CI90UBINC_2019,40821
40025,OK,Cimarron County,Rural-urban_Continuum_Code_2003,9
40025,OK,Cimarron County,Urban_Influence_Code_2003,10
40025,OK,Cimarron County,Rural-urban_Continuum_Code_2013,9
40025,OK,Cimarron County,Urban_Influence_Code_2013,10
40025,OK,Cimarron County,POVALL_2019,379
40025,OK,Cimarron County,CI90LBALL_2019,298
40025,OK,Cimarron County,CI90UBALL_2019,460
40025,OK,Cimarron County,PCTPOVALL_2019,17.8
40025,OK,Cimarron County,CI90LBALLP_2019,14
40025,OK,Cimarron County,CI90UBALLP_2019,21.6
40025,OK,Cimarron County,POV017_2019,146
40025,OK,Cimarron County,CI90LB017_2019,102
40025,OK,Cimarron County,CI90UB017_2019,190
40025,OK,Cimarron County,PCTPOV017_2019,26.9
40025,OK,Cimarron County,CI90LB017P_2019,18.9
40025,OK,Cimarron County,CI90UB017P_2019,34.9
40025,OK,Cimarron County,POV517_2019,102
40025,OK,Cimarron County,CI90LB517_2019,69
40025,OK,Cimarron County,CI90UB517_2019,135
40025,OK,Cimarron County,PCTPOV517_2019,24.6
40025,OK,Cimarron County,CI90LB517P_2019,16.7
40025,OK,Cimarron County,CI90UB517P_2019,32.5
40025,OK,Cimarron County,MEDHHINC_2019,47602
40025,OK,Cimarron County,CI90LBINC_2019,42221
40025,OK,Cimarron County,CI90UBINC_2019,52983
40027,OK,Cleveland County,Rural-urban_Continuum_Code_2003,1
40027,OK,Cleveland County,Urban_Influence_Code_2003,1
40027,OK,Cleveland County,Rural-urban_Continuum_Code_2013,1
40027,OK,Cleveland County,Urban_Influence_Code_2013,1
40027,OK,Cleveland County,POVALL_2019,31942
40027,OK,Cleveland County,CI90LBALL_2019,28546
40027,OK,Cleveland County,CI90UBALL_2019,35338
40027,OK,Cleveland County,PCTPOVALL_2019,11.7
40027,OK,Cleveland County,CI90LBALLP_2019,10.5
40027,OK,Cleveland County,CI90UBALLP_2019,12.9
40027,OK,Cleveland County,POV017_2019,6428
40027,OK,Cleveland County,CI90LB017_2019,4616
40027,OK,Cleveland County,CI90UB017_2019,8240
40027,OK,Cleveland County,PCTPOV017_2019,10.9
40027,OK,Cleveland County,CI90LB017P_2019,7.8
40027,OK,Cleveland County,CI90UB017P_2019,14
40027,OK,Cleveland County,POV517_2019,3892
40027,OK,Cleveland County,CI90LB517_2019,2607
40027,OK,Cleveland County,CI90UB517_2019,5177
40027,OK,Cleveland County,PCTPOV517_2019,8.7
40027,OK,Cleveland County,CI90LB517P_2019,5.8
40027,OK,Cleveland County,CI90UB517P_2019,11.6
40027,OK,Cleveland County,MEDHHINC_2019,64706
40027,OK,Cleveland County,CI90LBINC_2019,61675
40027,OK,Cleveland County,CI90UBINC_2019,67737
40029,OK,Coal County,Rural-urban_Continuum_Code_2003,9
40029,OK,Coal County,Urban_Influence_Code_2003,10
40029,OK,Coal County,Rural-urban_Continuum_Code_2013,9
40029,OK,Coal County,Urban_Influence_Code_2013,10
40029,OK,Coal County,POVALL_2019,978
40029,OK,Coal County,CI90LBALL_2019,752
40029,OK,Coal County,CI90UBALL_2019,1204
40029,OK,Coal County,PCTPOVALL_2019,18.1
40029,OK,Coal County,CI90LBALLP_2019,13.9
40029,OK,Coal County,CI90UBALLP_2019,22.3
40029,OK,Coal County,POV017_2019,313
40029,OK,Coal County,CI90LB017_2019,214
40029,OK,Coal County,CI90UB017_2019,412
40029,OK,Coal County,PCTPOV017_2019,24.5
40029,OK,Coal County,CI90LB017P_2019,16.8
40029,OK,Coal County,CI90UB017P_2019,32.2
40029,OK,Coal County,POV517_2019,212
40029,OK,Coal County,CI90LB517_2019,135
40029,OK,Coal County,CI90UB517_2019,289
40029,OK,Coal County,PCTPOV517_2019,23.4
40029,OK,Coal County,CI90LB517P_2019,14.9
40029,OK,Coal County,CI90UB517P_2019,31.9
40029,OK,Coal County,MEDHHINC_2019,41273
40029,OK,Coal County,CI90LBINC_2019,37533
40029,OK,Coal County,CI90UBINC_2019,45013
40031,OK,Comanche County,Rural-urban_Continuum_Code_2003,3
40031,OK,Comanche County,Urban_Influence_Code_2003,2
40031,OK,Comanche County,Rural-urban_Continuum_Code_2013,3
40031,OK,Comanche County,Urban_Influence_Code_2013,2
40031,OK,Comanche County,POVALL_2019,19406
40031,OK,Comanche County,CI90LBALL_2019,16247
40031,OK,Comanche County,CI90UBALL_2019,22565
40031,OK,Comanche County,PCTPOVALL_2019,17.6
40031,OK,Comanche County,CI90LBALLP_2019,14.7
40031,OK,Comanche County,CI90UBALLP_2019,20.5
40031,OK,Comanche County,POV017_2019,6582
40031,OK,Comanche County,CI90LB017_2019,5217
40031,OK,Comanche County,CI90UB017_2019,7947
40031,OK,Comanche County,PCTPOV017_2019,23.7
40031,OK,Comanche County,CI90LB017P_2019,18.8
40031,OK,Comanche County,CI90UB017P_2019,28.6
40031,OK,Comanche County,POV517_2019,4381
40031,OK,Comanche County,CI90LB517_2019,3353
40031,OK,Comanche County,CI90UB517_2019,5409
40031,OK,Comanche County,PCTPOV517_2019,22.4
40031,OK,Comanche County,CI90LB517P_2019,17.1
