FIPS,State,County,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010
48443,TX,Terrell,-4.198,-23.244,776,-22.255,-0.989,1.484,-8.97,-8.40,-0.28,3.068932956,0.42,22.15,20.83,50.30,0.61,0.41,0.71,47.46,1.52,-6.43,,-42.86,-61.11,-11.05,36.36,495,6,4,7,467,15,3.364269142,0,2.552204176,2.525252525,18.54951185,29.0097629,35.9832636,1.115760112,15.34170153,2.18,13.13131313,29.04040404,83.58585859,29,862,0,258,208,133,717,110,396,0,8,0,10,115,331,52,396,3.364269142,29,0,0,0,0,22,2358.03,205,984,218,32.5,-3,-89,921,891,1011,910,950,15,-10,867,818,814,-225,810,984
48445,TX,Terry,-0.057,-2.72,12337,-7.412,4.692,0.584,-0.86,-10.17,6.17,3.231011413,14.23,25.92,14.44,45.43,4.47,0.18,0.22,49.09,2.56,-9.51,-8.43,27.78,-9.68,10.40,-25.35,5747,565,23,28,6211,324,10.41617122,0.237812128,9.837495046,9.057164068,31.58550255,31.64777681,21.47216341,3.300535559,11.99402167,2.85,14.4766147,12.05147241,68.72061371,1314,12615,0,1724,2541,2536,8029,963,4041,0.015854142,265,30,366,487,2777,585,4041,10.05945303,1269,0.039635355,5,0,2,1241,888.84,1827,12651,3279,410.5,784,-1292,12632,12713,12682,12795,12661,74,595,12759,12770,12429,-940,12344,12651
48447,TX,Throckmorton,-0.199,-8.42,1501,-5.003,-3.417,0.305,-11.30,-9.72,-3.58,0.573457127,1.80,22.30,24.56,88.54,0.55,0.43,0.67,9.26,0.79,-12.21,800.00,600.00,57.14,-12.14,-60.61,1453,9,7,11,152,13,0.382897256,0.127632419,0.255264837,1.706970128,14.74245115,36.85612789,23.17939609,6.21669627,19.0053286,2.21,10.38406828,15.50497866,70.83926031,6,1567,0,261,415,166,1126,214,703,0,70,2,12,109,498,73,703,0.255264837,4,0,0,0,0,4,912.55,403,1641,366,10.5,-65.5,-178,1610,1606,1639,1613,1637,5,-56,1559,1537,1510,-82,1504,1641
48449,TX,Titus,0.021,1.021,32750,-5.244,6.265,0.864,14.99,-1.92,10.99,6.544530528,79.63,30.57,11.54,49.19,9.28,0.71,0.39,39.58,2.33,-5.23,1.01,90.83,30.21,60.79,56.76,15904,3000,229,125,12799,754,19.63030859,0.204705163,16.84081882,6.93847017,24.23053712,32.68959968,19.95071414,7.236974452,15.89217461,3.04,14.22292875,8.864783991,66.24275295,6425,32730,0.015276505,3967,6500,4818,19884,3160,10694,0.834097159,1439,67,742,948,7084,1521,10694,18.51206844,6059,0.048884815,16,5,273,5512,406.05,3731,32334,9883,1841.5,3093.5,-540,32612,32587,32419,32502,32452,280,2031,32626,32463,32619,-1700,32743,32334
48451,TX,Tom Green,1.005,7.7,119200,3.436,4.264,0.388,5.97,-0.21,6.03,0.558208353,72.42,23.53,13.85,57.88,3.63,0.95,0.37,35.67,2.84,-2.61,-3.03,22.34,6.84,23.07,25.74,63799,3997,1046,406,39315,3131,6.577222345,0.223894574,4.421705004,2.872643806,14.33325347,30.45683252,23.74943428,7.285094375,24.17538535,2.58,11.42101968,10.61649394,62.50956389,7726,117466,0.346483238,17842,22881,10768,75126,18162,43131,0.926225461,5473,263,1239,4579,26961,4926,43131,4.830333884,5674,0.182180376,214,407,1088,5194,1521.97,15265,110224,25934,581,6277.5,-216.5,113307,114680,110678,116319,111751,429,4719,117514,117634,117566,3803,118014,110228
48453,TX,Travis,2.197,23.624,1273954,14.536,9.089,4.805,26.10,15.60,13.60,7.565036624,1034.40,23.92,7.30,50.54,8.08,5.70,0.25,33.46,3.30,13.07,13.06,62.95,15.48,49.65,46.13,517644,82805,58404,2611,342766,33832,17.69323601,1.205984877,7.79667976,6.166627407,10.89301551,16.77854723,18.13636214,5.601916628,48.5901585,2.57,9.923792324,6.307090324,52.17368545,212879,1203166,0.737554086,148677,137546,89298,819773,398329,458484,5.077437361,45923,14510,28273,28917,239208,45499,458484,9.809868297,118029,0.484887372,5834,8874,61090,93807,990.20,74759,1024266,245037,62010,111456,127842.5,1096886,1122248,1030503,1152260,1061709,49518,93661,1179805,1206110,1227585,149790,1246572,1024444
48455,TX,Trinity,-0.252,-0.53,14651,4.888,-5.418,0.319,5.85,3.54,-2.91,1.007757558,21.03,20.85,22.43,81.04,9.44,0.25,0.39,7.66,1.47,4.69,-15.78,16.13,14.00,67.22,54.68,11819,1377,36,57,1117,215,4.660580685,0.356922232,2.443544512,1.486988848,16.5917603,37.5,25.59925094,7.528089888,12.78089888,2.44,12.5380196,15.20784049,79.24974654,679,14569,0,2734,4005,1772,10680,1365,5918,1.125677809,804,52,88,900,4690,742,5918,3.123069531,455,0.054911113,8,0,164,356,693.61,3272,14585,3041,139,-402,488.5,14372,14445,14729,14298,14686,47,-798,14539,14543,14677,720,14688,14675
48457,TX,Tyler,0.292,-0.423,21672,2.072,-2.495,0.115,4.29,-0.52,-0.47,0.587417282,23.54,19.99,18.97,80.43,10.92,0.23,0.48,6.83,1.21,1.26,-4.62,19.51,19.54,100.40,13.79,17507,2376,49,104,1487,264,2.112020841,0.186081131,1.670078154,0.028490028,15.61404669,44.18358574,23.47066993,4.239137623,12.49256002,2.67,12.47863248,14.6011396,85.32763533,454,21496,0,3549,6681,2361,15121,1889,7020,0.204689245,641,40,2,1025,5990,876,7020,1.711946409,368,0,0,0,44,359,924.50,4129,21766,4352,122.5,-98,-107.5,21504,21508,21764,21468,21674,25,-543,21370,21423,21517,451,21609,21760
48459,TX,Upshur,1.394,6.034,41753,5.579,0.455,0.284,11.39,6.54,2.20,0.593186826,67.43,24.73,15.75,82.06,8.62,0.37,0.52,6.65,2.16,8.51,-4.75,124.62,7.85,87.45,104.83,32257,3388,146,206,2613,848,3.507567024,0.218303122,2.273786455,1.075805073,15.66260693,34.07278527,25.18848775,8.05785124,17.01826881,2.87,8.691935024,11.12852665,78.09917355,1430,40769,0.009811376,6949,9400,4321,27588,4695,14036,0.446417621,2223,89,151,1562,10962,1220,14036,2.68586426,1095,0.031886973,13,4,182,927,582.95,6191,39309,9722,210,780,2314,39918,39757,39377,40280,39731,112,179,40317,40771,41069,2197,41179,39311
48461,TX,Upton,0.55,9.557,3657,3.895,5.662,2.067,-1.44,-14.22,6.62,0.251777251,2.70,27.27,14.69,48.02,1.46,0.00,0.83,49.00,2.06,-13.11,-5.77,,0.00,13.46,50.00,1611,49,0,28,1644,69,10.56686846,0.24766098,9.493670886,8.275862069,21.76546949,40.11250541,24.01557767,4.24058849,9.865858936,2.74,10.651341,11.72413793,72.95019157,384,3634,0,555,927,503,2311,228,1305,0.687947166,98,9,108,153,952,139,1305,9.631260319,350,0,0,0,25,345,1241.32,493,3355,915,8.5,223.5,-480,3263,3386,3338,3482,3284,69,189,3652,3690,3658,130,3637,3349
48463,TX,Uvalde,-0.172,1.127,26741,-4.133,5.26,0.518,1.85,-4.11,8.75,1.934362934,17.01,28.91,14.75,29.03,0.42,0.44,0.23,69.30,2.97,-9.50,66.67,33.33,6.90,7.08,-4.16,7666,110,116,62,18299,784,12.83646192,0.199933356,11.24810248,10.49176552,27.64503091,26.86043747,20.66096053,9.082263433,15.75130766,3.05,17.77035587,13.8085915,73.97212945,3467,27009,0.0851568,3476,4519,4651,16824,2650,8683,0.892295161,1528,54,911,1199,6423,1543,8683,11.49246547,3104,0.08145433,22,23,241,3038,1551.95,3896,26405,7633,501,2266,-1065.5,26746,26904,26443,27022,26588,137,1391,26949,27081,27043,-1093,26787,26405
48465,TX,Val Verde,0.076,0.11,49025,-8.991,9.101,1.284,8.97,-5.68,13.67,3.450688583,15.54,29.80,12.38,17.49,1.15,0.42,0.18,80.20,2.07,-12.18,-7.55,-11.91,-33.33,15.81,-13.38,8548,563,207,86,39199,1010,22.05927346,0.307993555,20.50298815,12.28206624,31.78041139,23.77400899,19.84062117,6.010761477,18.59419698,3.07,14.01257372,8.458098386,62.95288094,10815,49027,0.030595386,5826,6981,9332,29364,5460,15429,0.452811716,1765,151,1895,1305,9713,2162,15429,21.15161034,10370,0.026516001,13,15,222,10052,3144.75,6052,48879,14564,1553.5,6154,-2557.5,48976,49044,48971,48845,48972,629,4457,48891,48911,49028,-4403,48988,48879
48467,TX,Van Zandt,1.115,7.629,56590,8.433,-0.805,0.85,9.22,7.43,0.56,1.830353448,62.40,24.06,17.97,85.75,2.67,0.32,0.71,9.22,1.84,5.79,0.94,100.00,60.61,51.42,28.29,45087,1403,168,371,4847,966,4.379414361,0.480061801,2.770011772,2.29926077,16.4528322,33.27832198,24.83762777,8.360839012,17.07037905,2.74,10.84884017,12.36808565,77.22661229,2381,54368,0.001839317,9331,12502,6181,37568,6413,19615,0.86815774,3141,261,451,2426,15148,2128,19615,2.869334903,1560,0.007357269,4,1,472,1506,842.56,9447,52579,12650,884.5,272.5,3588.5,52207,52328,52579,52781,52487,447,-423,53430,54367,55163,4434,55966,52552
48469,TX,Victoria,0.224,5.986,92084,1.107,4.879,0.618,3.22,-1.62,7.73,1.4123688,98.39,26.70,13.44,47.89,5.98,0.99,0.23,43.91,2.41,-6.58,1.03,35.43,1.02,15.64,12.27,41564,5190,860,199,38113,2095,6.682613896,0.384908122,4.472110471,3.042035398,16.79035871,30.36305285,24.03971517,8.706916725,20.09995654,2.79,13.36037365,10.54264995,65.85238446,6146,91970,0.08046102,14382,18165,10045,59826,12025,32544,0.998151571,5209,354,990,3431,21431,4348,32544,4.795041861,4410,0.327280635,301,74,918,4113,882.14,11664,86793,23177,1185.5,6488,-1357.5,89116,90066,86883,91042,87557,537,4239,92136,92402,92045,962,91878,86793
48471,TX,Walker,-0.226,6.931,72971,5.617,1.314,2.186,9.88,1.84,3.06,1.572011397,86.54,16.68,10.29,58.46,22.25,0.91,0.27,16.78,2.06,6.96,2.90,32.97,10.06,30.73,59.98,39671,15098,617,186,11389,1395,8.377248773,0.366233803,4.296956905,3.018117952,14.85264206,38.58138227,20.70584671,5.227853032,20.63227593,2.47,11.2312812,10.00184877,51.16934738,5993,71539,1.733320287,9569,17830,6864,46214,9535,21636,1.0553684,2416,262,653,2164,11071,2430,21636,5.011252603,3585,0.09225737,66,1240,755,3074,784.17,6980,67861,11318,971,1888,1137.5,68609,69404,68241,70076,68409,1492,897,70836,71845,72816,3833,73136,67860
48473,TX,Waller,3.24,26.947,55246,20.416,6.53,0.809,32.28,4.56,8.93,2.562189812,84.15,24.66,10.17,44.58,24.39,0.49,0.33,29.02,2.20,18.24,10.96,76.03,60.23,97.60,65.57,19260,10537,213,141,12536,952,14.7738412,0.316082181,10.52273591,5.727021004,19.17113462,32.40472395,22.99666715,5.553542965,19.87393131,3.07,11.92679138,7.327615317,67.64368204,7385,49987,0.366095185,6348,8945,5292,27604,5486,14807,0.616160202,1533,158,848,1085,10016,1766,14807,12.91335747,6455,0.532138356,266,183,308,5260,513.43,4396,43205,10656,841.5,2934,1497.5,44335,45408,43519,46765,44101,352,2842,48641,50046,51717,8885,53512,43274
48475,TX,Ward,2.468,13.253,11998,7.542,5.711,0.642,-2.30,-7.29,5.40,0.573649149,12.75,27.40,14.78,46.18,4.45,0.29,0.45,47.61,3.27,-13.57,-0.42,0.00,0.00,10.79,51.74,4922,474,31,48,5074,349,8.682893147,0.336613154,7.673053685,6.951466127,21.2607133,35.23638374,26.04368261,3.856787393,13.60243296,2.9,8.77148635,10.71789687,71.00606673,1006,11586,0,1884,2549,1538,7234,984,3956,0.578284136,279,39,275,424,2809,347,3956,7.673053685,889,0,0,0,67,889,835.60,1575,10658,2920,62,583.5,-787.5,10823,11205,10594,11571,10671,68,605,11631,11571,11383,799,11709,10658
48477,TX,Washington,1.087,6.45,35882,5.844,0.605,0.822,11.01,7.47,2.26,2.263090425,55.83,22.10,18.38,66.42,17.38,1.28,0.18,13.76,1.58,4.09,4.59,19.01,24.49,75.33,51.14,22394,5861,432,61,4641,532,7.650304633,0.350615013,5.719048166,1.898069623,14.24073834,32.57860008,21.37835856,6.831414154,24.97088886,2.62,11.39649463,14.0537921,74.16202245,2662,34796,0.172433613,4957,7554,3302,23187,5790,12381,0.474192436,1584,122,235,1740,9182,1411,12381,6.517990574,2268,0,0,60,165,1990,603.95,6199,33718,7450,688.5,687,2274,33930,34201,33708,34403,33966,277,204,34836,34740,34861,1970,35496,33699
48479,TX,Webb,0.557,10.058,276652,-4.032,14.089,2.747,29.61,2.00,25.36,7.005231889,74.46,35.22,7.79,3.33,0.19,0.53,0.04,95.74,1.47,-12.23,65.65,68.58,-34.03,31.63,-24.88,8345,487,1320,95,239653,3689,26.24488611,0.126813525,24.72385895,23.05081524,32.72084144,26.36322909,16.07122559,6.423809619,18.42089426,3.65,21.9172131,6.888499708,62.47301755,71400,272053,0.04668208,24035,39427,48935,149553,27549,73659,0.403597828,9607,345,16979,5074,46017,16144,73659,25.46856679,69288,0.16834955,458,127,1098,67262,3361.48,19507,250304,88158,13630.5,49345,3887,260595,264430,251370,267465,255935,6906,35416,269865,272301,273691,-10134,275120,250304
48481,TX,Wharton,0.137,0.666,41556,-2.355,3.021,0.031,0.22,-5.74,5.77,2.69286754,38.01,26.82,14.58,47.68,13.73,0.37,0.15,37.42,1.82,-9.85,-6.47,36.28,5.08,19.84,10.93,19681,5668,154,62,15445,751,10.54607591,0.327308609,9.241654834,5.93864709,21.65143749,29.54832479,23.67580418,8.019463636,17.10496991,2.69,15.47587834,12.8539591,66.99003671,4382,41551,0.043320257,6374,7955,5829,26922,4605,15256,0.12755409,2159,136,906,1961,10220,2361,15256,9.941998989,4131,0,0,18,53,3840,1086.15,6019,41280,11072,1110,2379.5,-2367.5,41136,41122,41281,41095,41287,13,1247,41383,41609,41837,-972,41499,41280
48483,TX,Wheeler,-1.978,-6.144,5056,-7.073,0.928,0.52,2.38,-3.65,-1.28,0.942318675,5.92,25.34,18.39,71.11,2.07,0.43,0.37,24.84,2.27,-12.29,-18.25,-20.69,-31.03,102.41,73.24,3847,112,23,20,1344,123,8.062750821,0,7.387814666,5.545696539,18.69612069,29.87607759,26.29310345,8.53987069,16.59482759,2.4,11.5350488,11.75687666,62.77728483,442,5482,0,976,1109,694,3712,616,2254,0.328347318,317,0,125,265,1415,260,2254,7.734403502,424,0,0,0,18,405,914.52,995,5410,1371,49.5,-67,-191.5,5589,5716,5387,5696,5446,28,50,5658,5518,5300,-381,5158,5406
48485,TX,Wichita,0.321,0.331,132230,-2.125,2.456,2.332,-0.12,-7.55,4.61,0.62890219,209.47,23.12,13.06,68.44,10.13,1.97,0.83,16.62,2.91,-6.73,0.60,8.38,18.28,35.80,8.51,90001,13322,2586,1087,21859,3826,6.76007829,0.83448391,3.05876284,2.61308419,13.51733311,31.64139045,23.72718312,8.117287983,22.99680534,2.43,13.61181206,12.45229505,61.07067632,8911,131818,0.433173011,19979,26643,11382,84203,19364,47951,1.518760716,6835,1100,1253,5971,29284,6527,47951,3.509384151,4626,0.382345355,504,571,2002,4032,627.78,17177,131500,30409,829,6079.5,-9953,131701,132192,131794,132646,130803,3074,3237,130961,131295,131689,-2801,131807,131659
48487,TX,Wilbarger,-0.063,-5.478,12769,-6.026,0.548,0.548,-7.77,-9.47,2.27,0.793813728,13.94,25.62,15.57,63.43,7.75,0.72,0.85,25.92,2.54,-14.86,-17.92,6.59,47.44,16.35,22.42,8585,1049,97,115,3508,344,4.408802108,0.100728343,3.114830311,3.515105453,21.45258911,33.66958081,21.53104685,7.240529029,16.1062542,2.33,15.33346,14.82044461,62.72088163,569,12906,0.108476678,1921,3004,1914,8922,1437,5263,0.596621726,646,13,185,780,3301,807,5263,3.494498683,451,0,0,14,77,402,970.84,2108,13535,3467,116,331.5,-1384.5,13289,13204,13509,12988,13452,74,74,13055,12880,12683,-814,12777,13535
48489,TX,Willacy,-0.429,-3.901,21358,-8.886,4.985,0.486,10.22,-11.63,13.49,2.495517035,37.48,26.80,11.69,10.10,1.76,0.61,0.10,87.18,1.84,-4.89,-2.99,538.10,-8.33,12.13,-13.19,2235,389,134,22,19297,408,16.86586375,0.942355429,15.22018939,13.97590361,34.09558824,36.5,15.46323529,3.860294118,10.08088235,3.48,24.19965577,8.51979346,74.7848537,3669,21754,0,2103,4964,4637,13600,1371,5810,0,525,205,812,495,4345,1406,5810,15.72584352,3421,0.087340259,19,0,0,3311,590.55,2587,22134,5931,501,2708,-2334.5,22208,22019,22225,21935,22167,108,1108,21863,21761,21508,-1975,21450,22136
48491,TX,Williamson,4.252,38.534,590551,30.387,8.147,2.286,69.09,50.68,16.21,2.537209402,377.96,28.73,8.91,63.76,5.85,4.75,0.32,23.19,3.19,46.58,98.84,209.79,76.55,128.04,155.13,269481,24744,20084,1340,98034,13481,12.15674965,0.991353876,4.07280427,3.062018609,6.762918372,20.4425693,23.08482578,8.567132823,41.14255372,2.99,9.730821612,7.057921421,68.79499182,64073,527057,0.606955225,79994,70838,23435,346522,142568,174754,4.732125747,29687,5225,5351,12334,120222,17005,174754,5.258444533,27715,0.27112817,1429,3199,24941,21466,1118.30,37681,422679,121452,6479.5,41388,129431.5,455750,470017,426287,487913,442031,9746,34729,507133,527622,546251,129535,566463,422504
48493,TX,Wilson,1.741,18.627,51070,15.742,2.885,0.42,32.43,21.21,5.27,0.152807066,53.40,26.41,12.61,58.68,1.50,0.33,0.29,38.24,2.14,27.67,78.39,53.76,23.76,38.69,16.62,25186,644,143,125,16412,919,5.012656127,0.217851363,3.917174987,4.487989886,13.43016622,35.86825793,22.62929041,7.555432202,20.51685324,3.01,9.04551201,6.978508217,82.78128951,2416,48198,0.016598199,7338,11631,4355,32427,6653,15820,0.4543757,2450,105,710,1104,13096,1431,15820,4.166147973,2008,0.010373874,5,8,219,1888,803.73,5412,42918,11334,50,1726,6941,44353,45217,43051,46145,43667,181,1242,47178,48212,49211,6777,50196,42905
48495,TX,Winkler,2.983,13.056,8010,5.575,7.481,2.315,-0.88,-9.49,5.76,2.463645348,8.45,29.66,11.81,42.53,1.81,0.23,0.41,53.78,3.07,-20.94,1.57,60.00,38.10,21.17,29.76,3024,129,16,29,3824,218,14.47064855,0.025634453,12.99666752,10.69206843,32.98878381,27.88651858,23.81790191,5.784033429,9.522762261,2.99,8.825816485,11.85847589,81.6096423,1129,7802,0,1083,1268,1500,4547,433,2572,0,263,2,275,305,2099,227,2572,14.4450141,1127,0,0,0,0,1014,841.11,840,7110,2109,174.5,408,-672,7371,7635,7085,7819,7165,164,530,8027,7915,7605,395,7778,7110
48497,TX,Wise,2.49,18.386,69984,15.094,3.292,0.438,21.18,16.74,5.78,2.042614384,65.38,26.05,12.31,79.70,0.97,0.40,0.58,17.10,2.09,12.22,-1.88,118.69,10.36,92.68,48.09,47122,573,234,341,10112,1238,7.224740482,0.454833769,5.919027213,3.301630435,14.92727147,33.79044007,25.80764517,8.022107624,17.45253567,2.88,11.46286232,9.089673913,76.91123188,4670,64639,0.007735268,11160,14612,6455,43243,7547,22080,0.396045731,3469,294,729,2007,16982,2531,22080,6.124785346,3959,0.099011433,64,5,256,3826,904.42,7279,59127,15403,1008.5,2853.5,8264,60424,61019,59115,61702,59967,259,1946,62857,64478,65848,8923,68284,59115
48499,TX,Wood,0.846,8.486,45539,12.905,-4.419,-0.048,14.18,20.31,-2.44,1.346065035,65.04,20.32,24.18,84.90,4.65,0.37,0.47,8.46,1.41,11.87,-13.02,126.09,18.56,68.93,48.62,35628,1951,156,198,3551,593,3.665411389,0.319525277,2.64749515,1.705885911,15.18765455,34.17848311,27.31711898,6.895796162,16.42094719,2.56,10.13852761,14.39114391,79.97701288,1606,43815,0.011411617,8727,10919,4852,31947,5246,16531,0.324089924,2203,140,282,2379,13221,1676,16531,2.882574461,1263,0.061622732,27,5,142,1160,645.23,10148,41964,8528,495.5,-896.5,7477,42383,42346,41977,42764,42092,-20,-1855,43117,43753,44263,5417,45157,41959
48501,TX,Yoakum,1.432,10.979,8713,0.217,10.763,5.91,7.61,-3.28,11.05,3.347539181,9.85,31.74,11.36,39.22,0.70,0.33,0.38,58.66,2.67,-18.53,-40.22,188.89,-18.92,37.44,73.55,3090,55,26,30,4622,210,22.78613931,0,21.00105005,17.75037369,31.83632735,28.84231537,15.96806387,7.045908184,16.30738523,3.2,6.315396114,7.922272048,79.26008969,1953,8571,0,800,1445,1595,5010,817,2676,0.093338,353,0,475,212,2121,169,2676,21.2693968,1823,1.096721503,94,0,8,1800,799.71,895,7879,2501,243.5,804,-238.5,8055,8222,7851,8398,7971,464,845,8644,8652,8557,17,8590,7879
48503,TX,Young,0.133,-2.764,18010,-1.091,-1.674,0.459,3.38,1.15,-1.39,1.053457357,20.29,24.04,18.45,80.64,1.19,0.30,0.45,16.42,1.93,-3.61,1.38,19.57,6.41,59.76,26.50,14959,220,55,83,3045,358,5.962239152,0.187700121,5.023738545,6.699507389,16.22859899,35.13383169,25.25520457,3.785869303,19.59649546,2.51,10.73891626,11.14707952,78.07178044,1080,18114,0,3142,4371,2019,12441,2438,7105,0.541017997,471,34,476,792,5547,763,7105,5.189356299,940,0,0,0,98,910,914.47,3422,18550,4459,188,-248,205,18278,18354,18522,18274,18355,85,-310,18163,18098,17922,-202,17986,18550
48505,TX,Zapata,0.212,0.653,14179,-10.52,11.173,0.092,15.07,-0.67,17.77,4.851919259,14.04,34.28,10.42,6.14,0.08,0.20,0.11,93.34,0.56,-51.38,-50.00,64.71,100.00,26.68,-72.54,861,11,28,16,13084,78,26.94689958,0,26.60588767,32.21339387,40.02978037,29.50738305,15.90768085,4.194068743,10.36108698,3.25,21.38479001,8.376844495,70.44267877,3872,14369,0,1282,2378,3226,8059,835,4405,0.320133621,338,0,1419,369,3103,942,4405,26.60588767,3823,0,0,0,46,3823,998.41,1460,14018,4805,586.5,2148.5,-81,14276,14385,14087,14376,14227,13,1574,14493,14446,14254,-1482,14149,14018
48507,TX,Zavala,-1.078,0.946,11840,-5.653,6.599,2.924,0.66,-11.22,11.36,1.787555861,9.00,31.34,12.06,5.54,0.30,0.03,0.08,93.87,1.40,-29.98,-18.60,-62.50,-47.06,3.58,-46.75,647,35,3,9,10961,164,8.441183744,0,8.21861347,14.73354232,38.03329137,31.33305357,16.51979298,5.525248286,8.588613792,3.4,26.30379025,8.577942434,70.6184098,1024,12131,0,1181,2240,2719,7149,614,3509,0.032973374,395,0,517,301,2478,923,3509,8.40821037,1020,0,0,0,4,997,1297.41,1408,11677,3660,208,1322,-1305.5,12014,12195,11729,12243,11875,343,774,12310,12121,11957,-663,11969,11677
49000,UT,Utah,1.662,15.516,3205958,4.622,10.895,1.699,23.77,5.62,17.18,3.068743089,33.64,31.51,9.03,80.38,0.94,1.96,0.98,12.97,2.73,16.67,60.82,48.50,1.57,77.78,60.01,2221719,25951,54176,27081,358340,75518,8.423530957,0.818756465,3.39488072,2.339552578,8.044599944,22.85685427,26.09079916,9.750822781,33.25692385,3.13,9.253784647,7.212054063,69.85920288,256526,3045350,0.302395455,464955,407324,143360,1782065,592660,957619,1.770896613,173766,24934,22404,69064,668985,88616,957619,4.858193639,147949,0.103239365,3144,9209,53930,103386,82169.62,249462,2763885,871027,68878,385628,126120,2853375,2897640,2775332,2936879,2814384,47147,302363,2981835,3041868,3101042,128263,3153550,2763891
49001,UT,Beaver,1.283,0.826,6710,-6.221,7.047,2.149,10.39,-6.39,10.67,0.683561187,2.56,33.85,12.55,85.99,0.21,1.06,0.75,10.80,1.40,3.81,-12.50,100.00,-5.66,115.02,-12.26,5700,14,70,50,716,93,6.177246624,0.062082881,3.957783641,2.064119455,9.682498032,35.1088953,26.37103123,8.396746261,20.44082918,2.8,6.9828722,13.79007466,74.04479578,398,6443,0,1005,1338,369,3811,779,2277,0.263852243,320,4,47,314,1686,159,2277,5.851311501,377,0,0,0,17,255,2589.88,832,6629,2244,41,640,-383.5,6500,6457,6655,6432,6559,143,469,6353,6478,6421,-414,6625,6629
49003,UT,Box Elder,2.076,11.701,56046,2.996,8.706,0.305,16.91,1.43,13.47,0.992257824,8.70,33.97,11.13,88.26,0.28,0.86,0.66,8.31,2.24,13.93,110.61,7.50,0.00,48.76,63.30,44109,139,430,329,4152,1117,3.375408011,0.262259203,1.61883738,1.635649058,6.78254177,30.88541834,28.91960363,10.0695892,23.34284706,3.04,6.045543868,8.513466651,76.43047047,1789,53001,0.211316768,9018,9631,2115,31183,7279,17302,0.377351371,3140,139,283,1473,13224,1046,17302,2.241467142,1188,0.06603649,35,112,200,858,5745.55,5563,49975,16978,425.5,5775,614.5,50201,50727,50175,51300,50239,153,4368,51826,52975,53977,1503,54906,49983
49005,UT,Cache,1.494,13.144,128289,-1.06,14.204,1.995,23.27,0.59,21.83,3.221171117,96.72,31.64,7.72,85.47,0.53,1.86,0.47,9.96,1.90,17.43,86.83,16.25,13.95,93.85,77.71,96283,596,2096,531,11216,2145,6.901484436,0.51415773,2.580597698,2.249966795,6.879658865,20.31997656,26.84808437,8.180072263,37.77220794,3.18,7.700889892,6.521450392,62.61389295,8443,122336,0.531323568,16496,12485,4227,61442,23208,37645,1.5154983,5026,629,847,2455,23571,2899,37645,3.760136019,4600,0.111169239,136,650,1854,3157,1164.81,8694,112656,35639,2959,20054.5,541.5,115895,117025,113386,117894,114781,2262,16105,119697,122201,124236,-1202,126400,112656
