FIPS,State,County,variable,value
46000,South Dakota,South Dakota,Max % low-credibility,100.0
47000,Tennessee,Tennessee,Max % low-credibility,100.0
48000,Texas,Texas,Max % low-credibility,100.0
49000,Utah,Utah,Max % low-credibility,100.0
50000,Vermont,Vermont,Max % low-credibility,100.0
51000,Virginia,Virginia,Max % low-credibility,100.0
53000,Washington,Washington,Max % low-credibility,100.0
54000,West Virginia,West Virginia,Max % low-credibility,100.0
55000,Wisconsin,Wisconsin,Max % low-credibility,100.0
56000,Wyoming,Wyoming,Max % low-credibility,100.0
02000,Alaska,Alaska,recent_cases_cum,13150.0
02000,Alaska,Alaska,recent_deaths_cum,92.0
01000,Alabama,Alabama,recent_cases_cum,141227.0
01000,Alabama,Alabama,recent_deaths_cum,5639.0
05000,Arkansas,Arkansas,recent_cases_cum,96040.0
05000,Arkansas,Arkansas,recent_deaths_cum,1876.0
04000,Arizona,Arizona,recent_cases_cum,281632.0
04000,Arizona,Arizona,recent_deaths_cum,7782.0
06000,California,California,recent_cases_cum,1173201.0
06000,California,California,recent_deaths_cum,30798.0
08000,Colorado,Colorado,recent_cases_cum,113653.0
08000,Colorado,Colorado,recent_deaths_cum,1162.0
09000,Connecticut,Connecticut,recent_cases_cum,113390.0
09000,Connecticut,Connecticut,recent_deaths_cum,1767.0
11000,District of Columbia,District of Columbia,recent_cases_cum,13905.0
11000,District of Columbia,District of Columbia,recent_deaths_cum,259.0
10000,Delaware,Delaware,recent_cases_cum,33554.0
10000,Delaware,Delaware,recent_deaths_cum,606.0
12000,Florida,Florida,recent_cases_cum,662013.0
12000,Florida,Florida,recent_deaths_cum,11000.0
13000,Georgia,Georgia,recent_cases_cum,259855.0
13000,Georgia,Georgia,recent_deaths_cum,6459.0
15000,Hawaii,Hawaii,recent_cases_cum,10120.0
15000,Hawaii,Hawaii,recent_deaths_cum,189.0
19000,Iowa,Iowa,recent_cases_cum,63440.0
19000,Iowa,Iowa,recent_deaths_cum,1746.0
16000,Idaho,Idaho,recent_cases_cum,36381.0
16000,Idaho,Idaho,recent_deaths_cum,508.0
17000,Illinois,Illinois,recent_cases_cum,250112.0
17000,Illinois,Illinois,recent_deaths_cum,4424.0
18000,Indiana,Indiana,recent_cases_cum,155221.0
18000,Indiana,Indiana,recent_deaths_cum,4510.0
20000,Kansas,Kansas,recent_cases_cum,71211.0
20000,Kansas,Kansas,recent_deaths_cum,2035.0
21000,Kentucky,Kentucky,recent_cases_cum,146725.0
21000,Kentucky,Kentucky,recent_deaths_cum,3252.0
22000,Louisiana,Louisiana,recent_cases_cum,121643.0
22000,Louisiana,Louisiana,recent_deaths_cum,2538.0
25000,Massachusetts,Massachusetts,recent_cases_cum,233331.0
25000,Massachusetts,Massachusetts,recent_deaths_cum,4400.0
24000,Maryland,Maryland,recent_cases_cum,118669.0
24000,Maryland,Maryland,recent_deaths_cum,2159.0
23000,Maine,Maine,recent_cases_cum,23253.0
23000,Maine,Maine,recent_deaths_cum,292.0
26000,Michigan,Michigan,recent_cases_cum,174273.0
26000,Michigan,Michigan,recent_deaths_cum,3702.0
27000,Minnesota,Minnesota,recent_cases_cum,89856.0
27000,Minnesota,Minnesota,recent_deaths_cum,1385.0
29000,Missouri,Missouri,recent_cases_cum,85604.0
29000,Missouri,Missouri,recent_deaths_cum,2890.0
28000,Mississippi,Mississippi,recent_cases_cum,81887.0
28000,Mississippi,Mississippi,recent_deaths_cum,2117.0
30000,Montana,Montana,recent_cases_cum,21479.0
30000,Montana,Montana,recent_deaths_cum,462.0
37000,North Carolina,North Carolina,recent_cases_cum,338467.0
37000,North Carolina,North Carolina,recent_deaths_cum,5083.0
38000,North Dakota,North Dakota,recent_cases_cum,9162.0
38000,North Dakota,North Dakota,recent_deaths_cum,157.0
31000,Nebraska,Nebraska,recent_cases_cum,37839.0
31000,Nebraska,Nebraska,recent_deaths_cum,513.0
33000,New Hampshire,New Hampshire,recent_cases_cum,35589.0
33000,New Hampshire,New Hampshire,recent_deaths_cum,449.0
34000,New Jersey,New Jersey,recent_cases_cum,339840.0
34000,New Jersey,New Jersey,recent_deaths_cum,5122.0
35000,New Mexico,New Mexico,recent_cases_cum,44099.0
35000,New Mexico,New Mexico,recent_deaths_cum,1365.0
32000,Nevada,Nevada,recent_cases_cum,69504.0
32000,Nevada,Nevada,recent_deaths_cum,1970.0
36000,New York,New York,recent_cases_cum,792615.0
36000,New York,New York,recent_deaths_cum,11425.0
39000,Ohio,Ohio,recent_cases_cum,284696.0
39000,Ohio,Ohio,recent_deaths_cum,9741.0
40000,Oklahoma,Oklahoma,recent_cases_cum,131385.0
40000,Oklahoma,Oklahoma,recent_deaths_cum,2303.0
41000,Oregon,Oregon,recent_cases_cum,48897.0
41000,Oregon,Oregon,recent_deaths_cum,893.0
42000,Pennsylvania,Pennsylvania,recent_cases_cum,338448.0
42000,Pennsylvania,Pennsylvania,recent_deaths_cum,8627.0
44000,Rhode Island,Rhode Island,recent_cases_cum,46035.0
44000,Rhode Island,Rhode Island,recent_deaths_cum,882.0
45000,South Carolina,South Carolina,recent_cases_cum,223588.0
45000,South Carolina,South Carolina,recent_deaths_cum,3618.0
46000,South Dakota,South Dakota,recent_cases_cum,16109.0
46000,South Dakota,South Dakota,recent_deaths_cum,414.0
47000,Tennessee,Tennessee,recent_cases_cum,197720.0
47000,Tennessee,Tennessee,recent_deaths_cum,4777.0
48000,Texas,Texas,recent_cases_cum,965946.0
48000,Texas,Texas,recent_deaths_cum,18947.0
49000,Utah,Utah,recent_cases_cum,99367.0
49000,Utah,Utah,recent_deaths_cum,792.0
51000,Virginia,Virginia,recent_cases_cum,246894.0
51000,Virginia,Virginia,recent_deaths_cum,5129.0
50000,Vermont,Vermont,recent_cases_cum,10424.0
50000,Vermont,Vermont,recent_deaths_cum,83.0
53000,Washington,Washington,recent_cases_cum,103358.0
53000,Washington,Washington,recent_deaths_cum,1771.0
55000,Wisconsin,Wisconsin,recent_cases_cum,105882.0
55000,Wisconsin,Wisconsin,recent_deaths_cum,1755.0
54000,West Virginia,West Virginia,recent_cases_cum,47876.0
54000,West Virginia,West Virginia,recent_deaths_cum,1254.0
56000,Wyoming,Wyoming,recent_cases_cum,11047.0
56000,Wyoming,Wyoming,recent_deaths_cum,258.0
02000,Alaska,Alaska,total_cases_cum,59448.0
01000,Alabama,Alabama,total_cases_cum,513161.0
05000,Arkansas,Arkansas,total_cases_cum,329515.0
04000,Arizona,Arizona,total_cases_cum,838016.0
06000,California,California,total_cases_cum,3563340.0
08000,Colorado,Colorado,total_cases_cum,454898.0
09000,Connecticut,Connecticut,total_cases_cum,303510.0
11000,District of Columbia,District of Columbia,total_cases_cum,43669.0
10000,Delaware,Delaware,total_cases_cum,93038.0
12000,Florida,Florida,total_cases_cum,2027448.0
13000,Georgia,Georgia,total_cases_cum,846931.0
15000,Hawaii,Hawaii,total_cases_cum,29071.0
19000,Iowa,Iowa,total_cases_cum,347703.0
16000,Idaho,Idaho,total_cases_cum,178888.0
17000,Illinois,Illinois,total_cases_cum,1229901.0
18000,Indiana,Indiana,total_cases_cum,684552.0
20000,Kansas,Kansas,total_cases_cum,301395.0
21000,Kentucky,Kentucky,total_cases_cum,423549.0
22000,Louisiana,Louisiana,total_cases_cum,442678.0
25000,Massachusetts,Massachusetts,total_cases_cum,586496.0
24000,Maryland,Maryland,total_cases_cum,403988.0
23000,Maine,Maine,total_cases_cum,49190.0
26000,Michigan,Michigan,total_cases_cum,712394.0
27000,Minnesota,Minnesota,total_cases_cum,510400.0
29000,Missouri,Missouri,total_cases_cum,487365.0
28000,Mississippi,Mississippi,total_cases_cum,303948.0
30000,Montana,Montana,total_cases_cum,103843.0
37000,North Carolina,North Carolina,total_cases_cum,903391.0
38000,North Dakota,North Dakota,total_cases_cum,102201.0
31000,Nebraska,Nebraska,total_cases_cum,205574.0
33000,New Hampshire,New Hampshire,total_cases_cum,82039.0
34000,New Jersey,New Jersey,total_cases_cum,881882.0
35000,New Mexico,New Mexico,total_cases_cum,190492.0
32000,Nevada,Nevada,total_cases_cum,296763.0
36000,New York,New York,total_cases_cum,1809837.0
39000,Ohio,Ohio,total_cases_cum,1006176.0
40000,Oklahoma,Oklahoma,total_cases_cum,435457.0
41000,Oregon,Oregon,total_cases_cum,162806.0
42000,Pennsylvania,Pennsylvania,total_cases_cum,1000243.0
44000,Rhode Island,Rhode Island,total_cases_cum,127986.0
45000,South Carolina,South Carolina,total_cases_cum,545257.0
46000,South Dakota,South Dakota,total_cases_cum,116641.0
47000,Tennessee,Tennessee,total_cases_cum,806012.0
48000,Texas,Texas,total_cases_cum,2761413.0
49000,Utah,Utah,total_cases_cum,383260.0
51000,Virginia,Virginia,total_cases_cum,610637.0
50000,Vermont,Vermont,total_cases_cum,18215.0
53000,Washington,Washington,total_cases_cum,358606.0
55000,Wisconsin,Wisconsin,total_cases_cum,632126.0
54000,West Virginia,West Virginia,total_cases_cum,138818.0
56000,Wyoming,Wyoming,total_cases_cum,55922.0
02000,Alaska,Alaska,total_deaths_cum,298.0
01000,Alabama,Alabama,total_deaths_cum,10511.0
05000,Arkansas,Arkansas,total_deaths_cum,5625.0
04000,Arizona,Arizona,total_deaths_cum,16843.0
06000,California,California,total_deaths_cum,57336.0
08000,Colorado,Colorado,total_deaths_cum,6096.0
09000,Connecticut,Connecticut,total_deaths_cum,7865.0
11000,District of Columbia,District of Columbia,total_deaths_cum,1053.0
10000,Delaware,Delaware,total_deaths_cum,1536.0
12000,Florida,Florida,total_deaths_cum,32976.0
13000,Georgia,Georgia,total_deaths_cum,16352.0
15000,Hawaii,Hawaii,total_deaths_cum,458.0
19000,Iowa,Iowa,total_deaths_cum,5690.0
16000,Idaho,Idaho,total_deaths_cum,1956.0
17000,Illinois,Illinois,total_deaths_cum,21174.0
18000,Indiana,Indiana,total_deaths_cum,12985.0
20000,Kansas,Kansas,total_deaths_cum,4913.0
21000,Kentucky,Kentucky,total_deaths_cum,5970.0
22000,Louisiana,Louisiana,total_deaths_cum,10074.0
25000,Massachusetts,Massachusetts,total_deaths_cum,17010.0
24000,Maryland,Maryland,total_deaths_cum,8170.0
23000,Maine,Maine,total_deaths_cum,731.0
26000,Michigan,Michigan,total_deaths_cum,17006.0
27000,Minnesota,Minnesota,total_deaths_cum,6814.0
29000,Missouri,Missouri,total_deaths_cum,8450.0
28000,Mississippi,Mississippi,total_deaths_cum,6989.0
30000,Montana,Montana,total_deaths_cum,1436.0
37000,North Carolina,North Carolina,total_deaths_cum,11992.0
38000,North Dakota,North Dakota,total_deaths_cum,1467.0
31000,Nebraska,Nebraska,total_deaths_cum,2173.0
33000,New Hampshire,New Hampshire,total_deaths_cum,1229.0
34000,New Jersey,New Jersey,total_deaths_cum,24330.0
35000,New Mexico,New Mexico,total_deaths_cum,3916.0
32000,Nevada,Nevada,total_deaths_cum,5103.0
36000,New York,New York,total_deaths_cum,49580.0
39000,Ohio,Ohio,total_deaths_cum,18817.0
40000,Oklahoma,Oklahoma,total_deaths_cum,4850.0
41000,Oregon,Oregon,total_deaths_cum,2370.0
42000,Pennsylvania,Pennsylvania,total_deaths_cum,24922.0
44000,Rhode Island,Rhode Island,total_deaths_cum,2594.0
45000,South Carolina,South Carolina,total_deaths_cum,9085.0
46000,South Dakota,South Dakota,total_deaths_cum,1927.0
47000,Tennessee,Tennessee,total_deaths_cum,11802.0
48000,Texas,Texas,total_deaths_cum,46848.0
49000,Utah,Utah,total_deaths_cum,2095.0
51000,Virginia,Virginia,total_deaths_cum,10250.0
50000,Vermont,Vermont,total_deaths_cum,223.0
53000,Washington,Washington,total_deaths_cum,5214.0
55000,Wisconsin,Wisconsin,total_deaths_cum,6630.0
54000,West Virginia,West Virginia,total_deaths_cum,2630.0
56000,Wyoming,Wyoming,total_deaths_cum,696.0
01000,Alabama,Alabama,daily_vaccinations_per_million,5110.833333333333
02000,Alaska,Alaska,daily_vaccinations_per_million,7281.0
04000,Arizona,Arizona,daily_vaccinations_per_million,6491.5
05000,Arkansas,Arkansas,daily_vaccinations_per_million,5339.0
06000,California,California,daily_vaccinations_per_million,9407.333333333334
08000,Colorado,Colorado,daily_vaccinations_per_million,8294.5
09000,Connecticut,Connecticut,daily_vaccinations_per_million,8299.833333333334
10000,Delaware,Delaware,daily_vaccinations_per_million,8068.166666666667
12000,Florida,Florida,daily_vaccinations_per_million,6996.5
13000,Georgia,Georgia,daily_vaccinations_per_million,6072.5
15000,Hawaii,Hawaii,daily_vaccinations_per_million,7963.833333333333
16000,Idaho,Idaho,daily_vaccinations_per_million,7159.5
17000,Illinois,Illinois,daily_vaccinations_per_million,8133.833333333333
18000,Indiana,Indiana,daily_vaccinations_per_million,5741.166666666667
19000,Iowa,Iowa,daily_vaccinations_per_million,8150.5
20000,Kansas,Kansas,daily_vaccinations_per_million,8469.833333333334
21000,Kentucky,Kentucky,daily_vaccinations_per_million,8213.833333333334
22000,Louisiana,Louisiana,daily_vaccinations_per_million,6064.5
23000,Maine,Maine,daily_vaccinations_per_million,7524.833333333333
24000,Maryland,Maryland,daily_vaccinations_per_million,7519.333333333333
25000,Massachusetts,Massachusetts,daily_vaccinations_per_million,8357.0
26000,Michigan,Michigan,daily_vaccinations_per_million,7553.833333333333
27000,Minnesota,Minnesota,daily_vaccinations_per_million,7454.166666666667
28000,Mississippi,Mississippi,daily_vaccinations_per_million,4794.0
29000,Missouri,Missouri,daily_vaccinations_per_million,6298.166666666667
30000,Montana,Montana,daily_vaccinations_per_million,6521.5
31000,Nebraska,Nebraska,daily_vaccinations_per_million,7709.166666666667
32000,Nevada,Nevada,daily_vaccinations_per_million,7129.5
33000,New Hampshire,New Hampshire,daily_vaccinations_per_million,7454.166666666667
34000,New Jersey,New Jersey,daily_vaccinations_per_million,8162.833333333333
35000,New Mexico,New Mexico,daily_vaccinations_per_million,9426.666666666666
36000,New York,New York,daily_vaccinations_per_million,7725.0
37000,North Carolina,North Carolina,daily_vaccinations_per_million,7708.333333333333
38000,North Dakota,North Dakota,daily_vaccinations_per_million,7524.666666666667
39000,Ohio,Ohio,daily_vaccinations_per_million,7733.666666666667
40000,Oklahoma,Oklahoma,daily_vaccinations_per_million,6850.5
41000,Oregon,Oregon,daily_vaccinations_per_million,6774.0
42000,Pennsylvania,Pennsylvania,daily_vaccinations_per_million,7291.666666666667
44000,Rhode Island,Rhode Island,daily_vaccinations_per_million,10526.0
45000,South Carolina,South Carolina,daily_vaccinations_per_million,5917.333333333333
46000,South Dakota,South Dakota,daily_vaccinations_per_million,8341.166666666666
47000,Tennessee,Tennessee,daily_vaccinations_per_million,5891.333333333333
48000,Texas,Texas,daily_vaccinations_per_million,5708.166666666667
49000,Utah,Utah,daily_vaccinations_per_million,5409.5
50000,Vermont,Vermont,daily_vaccinations_per_million,9006.333333333334
51000,Virginia,Virginia,daily_vaccinations_per_million,6965.666666666667
53000,Washington,Washington,daily_vaccinations_per_million,7518.833333333333
54000,West Virginia,West Virginia,daily_vaccinations_per_million,6351.333333333333
55000,Wisconsin,Wisconsin,daily_vaccinations_per_million,8208.166666666666
56000,Wyoming,Wyoming,daily_vaccinations_per_million,4007.0
01000,Alabama,Alabama,people_vaccinated_per_hundred,19.896666666666665
02000,Alaska,Alaska,people_vaccinated_per_hundred,31.011666666666667
04000,Arizona,Arizona,people_vaccinated_per_hundred,24.848333333333333
05000,Arkansas,Arkansas,people_vaccinated_per_hundred,22.159999999999997
06000,California,California,people_vaccinated_per_hundred,25.126666666666665
08000,Colorado,Colorado,people_vaccinated_per_hundred,24.506666666666664
09000,Connecticut,Connecticut,people_vaccinated_per_hundred,29.86
10000,Delaware,Delaware,people_vaccinated_per_hundred,25.31833333333333
12000,Florida,Florida,people_vaccinated_per_hundred,23.54833333333333
13000,Georgia,Georgia,people_vaccinated_per_hundred,18.738333333333333
15000,Hawaii,Hawaii,people_vaccinated_per_hundred,27.385000000000005
16000,Idaho,Idaho,people_vaccinated_per_hundred,22.018333333333334
17000,Illinois,Illinois,people_vaccinated_per_hundred,25.625
18000,Indiana,Indiana,people_vaccinated_per_hundred,21.843333333333334
19000,Iowa,Iowa,people_vaccinated_per_hundred,26.414999999999996
20000,Kansas,Kansas,people_vaccinated_per_hundred,25.113333333333333
21000,Kentucky,Kentucky,people_vaccinated_per_hundred,26.838333333333335
22000,Louisiana,Louisiana,people_vaccinated_per_hundred,22.73833333333333
23000,Maine,Maine,people_vaccinated_per_hundred,28.805000000000003
24000,Maryland,Maryland,people_vaccinated_per_hundred,25.621666666666666
25000,Massachusetts,Massachusetts,people_vaccinated_per_hundred,28.763333333333335
26000,Michigan,Michigan,people_vaccinated_per_hundred,24.073333333333334
27000,Minnesota,Minnesota,people_vaccinated_per_hundred,26.765000000000004
28000,Mississippi,Mississippi,people_vaccinated_per_hundred,21.796666666666667
29000,Missouri,Missouri,people_vaccinated_per_hundred,22.30333333333333
30000,Montana,Montana,people_vaccinated_per_hundred,26.298333333333332
31000,Nebraska,Nebraska,people_vaccinated_per_hundred,26.05
32000,Nevada,Nevada,people_vaccinated_per_hundred,23.674999999999997
33000,New Hampshire,New Hampshire,people_vaccinated_per_hundred,27.71666666666667
34000,New Jersey,New Jersey,people_vaccinated_per_hundred,27.976666666666663
35000,New Mexico,New Mexico,people_vaccinated_per_hundred,32.87
36000,New York,New York,people_vaccinated_per_hundred,25.786666666666665
37000,North Carolina,North Carolina,people_vaccinated_per_hundred,24.88666666666667
38000,North Dakota,North Dakota,people_vaccinated_per_hundred,28.606666666666666
39000,Ohio,Ohio,people_vaccinated_per_hundred,24.126666666666665
40000,Oklahoma,Oklahoma,people_vaccinated_per_hundred,27.051666666666666
41000,Oregon,Oregon,people_vaccinated_per_hundred,23.83666666666667
42000,Pennsylvania,Pennsylvania,people_vaccinated_per_hundred,25.555000000000003
44000,Rhode Island,Rhode Island,people_vaccinated_per_hundred,28.983333333333334
45000,South Carolina,South Carolina,people_vaccinated_per_hundred,22.889999999999997
46000,South Dakota,South Dakota,people_vaccinated_per_hundred,30.113333333333333
47000,Tennessee,Tennessee,people_vaccinated_per_hundred,20.983333333333334
48000,Texas,Texas,people_vaccinated_per_hundred,21.773333333333337
49000,Utah,Utah,people_vaccinated_per_hundred,21.44
50000,Vermont,Vermont,people_vaccinated_per_hundred,28.474999999999998
51000,Virginia,Virginia,people_vaccinated_per_hundred,25.536666666666665
53000,Washington,Washington,people_vaccinated_per_hundred,25.279999999999998
54000,West Virginia,West Virginia,people_vaccinated_per_hundred,26.266666666666662
55000,Wisconsin,Wisconsin,people_vaccinated_per_hundred,26.429999999999996
56000,Wyoming,Wyoming,people_vaccinated_per_hundred,23.68166666666667
01000,Alabama,Alabama,people_fully_vaccinated_per_hundred,11.604999999999999
02000,Alaska,Alaska,people_fully_vaccinated_per_hundred,19.873333333333335
04000,Arizona,Arizona,people_fully_vaccinated_per_hundred,14.193333333333335
05000,Arkansas,Arkansas,people_fully_vaccinated_per_hundred,11.418333333333335
06000,California,California,people_fully_vaccinated_per_hundred,12.681666666666667
08000,Colorado,Colorado,people_fully_vaccinated_per_hundred,14.921666666666667
09000,Connecticut,Connecticut,people_fully_vaccinated_per_hundred,16.613333333333333
10000,Delaware,Delaware,people_fully_vaccinated_per_hundred,13.531666666666666
12000,Florida,Florida,people_fully_vaccinated_per_hundred,13.206666666666669
13000,Georgia,Georgia,people_fully_vaccinated_per_hundred,10.851666666666667
15000,Hawaii,Hawaii,people_fully_vaccinated_per_hundred,16.360000000000003
16000,Idaho,Idaho,people_fully_vaccinated_per_hundred,13.776666666666669
17000,Illinois,Illinois,people_fully_vaccinated_per_hundred,13.969999999999999
18000,Indiana,Indiana,people_fully_vaccinated_per_hundred,14.215000000000002
19000,Iowa,Iowa,people_fully_vaccinated_per_hundred,15.888333333333335
20000,Kansas,Kansas,people_fully_vaccinated_per_hundred,13.303333333333333
21000,Kentucky,Kentucky,people_fully_vaccinated_per_hundred,13.876666666666665
22000,Louisiana,Louisiana,people_fully_vaccinated_per_hundred,13.328333333333333
23000,Maine,Maine,people_fully_vaccinated_per_hundred,15.861666666666666
24000,Maryland,Maryland,people_fully_vaccinated_per_hundred,13.963333333333331
25000,Massachusetts,Massachusetts,people_fully_vaccinated_per_hundred,15.295
26000,Michigan,Michigan,people_fully_vaccinated_per_hundred,13.681666666666667
27000,Minnesota,Minnesota,people_fully_vaccinated_per_hundred,15.136666666666665
28000,Mississippi,Mississippi,people_fully_vaccinated_per_hundred,12.248333333333333
29000,Missouri,Missouri,people_fully_vaccinated_per_hundred,12.033333333333333
30000,Montana,Montana,people_fully_vaccinated_per_hundred,15.706666666666669
31000,Nebraska,Nebraska,people_fully_vaccinated_per_hundred,15.15
32000,Nevada,Nevada,people_fully_vaccinated_per_hundred,13.28
33000,New Hampshire,New Hampshire,people_fully_vaccinated_per_hundred,13.738333333333335
34000,New Jersey,New Jersey,people_fully_vaccinated_per_hundred,14.555
35000,New Mexico,New Mexico,people_fully_vaccinated_per_hundred,19.87
36000,New York,New York,people_fully_vaccinated_per_hundred,12.578333333333333
37000,North Carolina,North Carolina,people_fully_vaccinated_per_hundred,13.735
38000,North Dakota,North Dakota,people_fully_vaccinated_per_hundred,16.694999999999997
39000,Ohio,Ohio,people_fully_vaccinated_per_hundred,13.89
40000,Oklahoma,Oklahoma,people_fully_vaccinated_per_hundred,14.589999999999998
41000,Oregon,Oregon,people_fully_vaccinated_per_hundred,13.801666666666668
42000,Pennsylvania,Pennsylvania,people_fully_vaccinated_per_hundred,13.06
44000,Rhode Island,Rhode Island,people_fully_vaccinated_per_hundred,15.225
45000,South Carolina,South Carolina,people_fully_vaccinated_per_hundred,12.576666666666668
46000,South Dakota,South Dakota,people_fully_vaccinated_per_hundred,18.326666666666668
47000,Tennessee,Tennessee,people_fully_vaccinated_per_hundred,11.075000000000001
48000,Texas,Texas,people_fully_vaccinated_per_hundred,10.875
49000,Utah,Utah,people_fully_vaccinated_per_hundred,9.446666666666665
50000,Vermont,Vermont,people_fully_vaccinated_per_hundred,14.983333333333334
51000,Virginia,Virginia,people_fully_vaccinated_per_hundred,14.17
53000,Washington,Washington,people_fully_vaccinated_per_hundred,14.388333333333335
54000,West Virginia,West Virginia,people_fully_vaccinated_per_hundred,15.941666666666668
55000,Wisconsin,Wisconsin,people_fully_vaccinated_per_hundred,15.281666666666666
56000,Wyoming,Wyoming,people_fully_vaccinated_per_hundred,15.148333333333333
01000,Alabama,Alabama,share_doses_used,0.6661666666666667
02000,Alaska,Alaska,share_doses_used,0.7061666666666667
04000,Arizona,Arizona,share_doses_used,0.8231666666666667
05000,Arkansas,Arkansas,share_doses_used,0.6735000000000001
06000,California,California,share_doses_used,0.7696666666666666
08000,Colorado,Colorado,share_doses_used,0.8196666666666665
09000,Connecticut,Connecticut,share_doses_used,0.8428333333333334
10000,Delaware,Delaware,share_doses_used,0.7753333333333333
12000,Florida,Florida,share_doses_used,0.7443333333333334
13000,Georgia,Georgia,share_doses_used,0.6856666666666668
15000,Hawaii,Hawaii,share_doses_used,0.7795
16000,Idaho,Idaho,share_doses_used,0.8023333333333333
17000,Illinois,Illinois,share_doses_used,0.8196666666666669
18000,Indiana,Indiana,share_doses_used,0.7993333333333332
19000,Iowa,Iowa,share_doses_used,0.8656666666666667
20000,Kansas,Kansas,share_doses_used,0.7243333333333334
21000,Kentucky,Kentucky,share_doses_used,0.8353333333333334
22000,Louisiana,Louisiana,share_doses_used,0.7533333333333333
23000,Maine,Maine,share_doses_used,0.8393333333333334
24000,Maryland,Maryland,share_doses_used,0.7845
25000,Massachusetts,Massachusetts,share_doses_used,0.8829999999999999
26000,Michigan,Michigan,share_doses_used,0.7873333333333333
27000,Minnesota,Minnesota,share_doses_used,0.8813333333333334
28000,Mississippi,Mississippi,share_doses_used,0.6925
29000,Missouri,Missouri,share_doses_used,0.7443333333333334
30000,Montana,Montana,share_doses_used,0.794
31000,Nebraska,Nebraska,share_doses_used,0.8141666666666666
32000,Nevada,Nevada,share_doses_used,0.8321666666666667
33000,New Hampshire,New Hampshire,share_doses_used,0.8093333333333331
34000,New Jersey,New Jersey,share_doses_used,0.8574999999999999
35000,New Mexico,New Mexico,share_doses_used,0.8956666666666666
36000,New York,New York,share_doses_used,0.7653333333333334
37000,North Carolina,North Carolina,share_doses_used,0.8071666666666667
38000,North Dakota,North Dakota,share_doses_used,0.8946666666666667
39000,Ohio,Ohio,share_doses_used,0.7786666666666666
40000,Oklahoma,Oklahoma,share_doses_used,0.7286666666666667
41000,Oregon,Oregon,share_doses_used,0.7881666666666667
42000,Pennsylvania,Pennsylvania,share_doses_used,0.7683333333333334
44000,Rhode Island,Rhode Island,share_doses_used,0.8675000000000002
45000,South Carolina,South Carolina,share_doses_used,0.7925000000000001
46000,South Dakota,South Dakota,share_doses_used,0.8040000000000002
47000,Tennessee,Tennessee,share_doses_used,0.6991666666666667
48000,Texas,Texas,share_doses_used,0.7441666666666668
49000,Utah,Utah,share_doses_used,0.8355
50000,Vermont,Vermont,share_doses_used,0.7946666666666666
51000,Virginia,Virginia,share_doses_used,0.8463333333333334
53000,Washington,Washington,share_doses_used,0.8093333333333333
54000,West Virginia,West Virginia,share_doses_used,0.8028333333333334
55000,Wisconsin,Wisconsin,share_doses_used,0.8968333333333334
56000,Wyoming,Wyoming,share_doses_used,0.7076666666666668
01000,Alabama,Alabama,early_daily_vaccinations_per_million,4408.857142857143
02000,Alaska,Alaska,early_daily_vaccinations_per_million,8025.0
04000,Arizona,Arizona,early_daily_vaccinations_per_million,6028.857142857143
05000,Arkansas,Arkansas,early_daily_vaccinations_per_million,3362.285714285714
06000,California,California,early_daily_vaccinations_per_million,5208.714285714285
08000,Colorado,Colorado,early_daily_vaccinations_per_million,6013.428571428572
09000,Connecticut,Connecticut,early_daily_vaccinations_per_million,6682.714285714285
10000,Delaware,Delaware,early_daily_vaccinations_per_million,4177.571428571428
12000,Florida,Florida,early_daily_vaccinations_per_million,5909.428571428572
13000,Georgia,Georgia,early_daily_vaccinations_per_million,4468.142857142857
15000,Hawaii,Hawaii,early_daily_vaccinations_per_million,5756.714285714285
16000,Idaho,Idaho,early_daily_vaccinations_per_million,5600.857142857143
17000,Illinois,Illinois,early_daily_vaccinations_per_million,5239.285714285715
18000,Indiana,Indiana,early_daily_vaccinations_per_million,6405.714285714285
19000,Iowa,Iowa,early_daily_vaccinations_per_million,5975.428571428572
20000,Kansas,Kansas,early_daily_vaccinations_per_million,4785.428571428572
21000,Kentucky,Kentucky,early_daily_vaccinations_per_million,4323.285714285715
22000,Louisiana,Louisiana,early_daily_vaccinations_per_million,4859.857142857143
23000,Maine,Maine,early_daily_vaccinations_per_million,5329.714285714285
24000,Maryland,Maryland,early_daily_vaccinations_per_million,4756.285714285715
25000,Massachusetts,Massachusetts,early_daily_vaccinations_per_million,6591.0
26000,Michigan,Michigan,early_daily_vaccinations_per_million,4888.0
27000,Minnesota,Minnesota,early_daily_vaccinations_per_million,4933.428571428572
28000,Mississippi,Mississippi,early_daily_vaccinations_per_million,4445.571428571428
29000,Missouri,Missouri,early_daily_vaccinations_per_million,5488.571428571428
30000,Montana,Montana,early_daily_vaccinations_per_million,6236.0
31000,Nebraska,Nebraska,early_daily_vaccinations_per_million,4745.0
32000,Nevada,Nevada,early_daily_vaccinations_per_million,4823.285714285715
33000,New Hampshire,New Hampshire,early_daily_vaccinations_per_million,4823.285714285715
34000,New Jersey,New Jersey,early_daily_vaccinations_per_million,5207.285714285715
35000,New Mexico,New Mexico,early_daily_vaccinations_per_million,7843.857142857143
36000,New York,New York,early_daily_vaccinations_per_million,4806.714285714285
37000,North Carolina,North Carolina,early_daily_vaccinations_per_million,5729.428571428572
38000,North Dakota,North Dakota,early_daily_vaccinations_per_million,5398.285714285715
